"time","position"
5.220,0.55
5.240,0.55
5.260,0.54
5.280,0.54
5.300,0.54
5.320,0.54
5.340,0.55
5.360,0.55
5.380,0.55
5.400,0.55
5.420,0.56
5.440,0.56
5.460,0.57
5.480,0.57
5.500,0.58
5.520,0.58
5.540,0.59
5.560,0.59
5.580,0.60
5.600,0.60
5.620,0.60
5.640,0.60
5.660,0.60
5.680,0.60
5.700,0.60
5.720,0.59
5.740,0.59
5.760,0.58
5.780,0.58
5.800,0.58
5.820,0.57
5.840,0.57
5.860,0.56
5.880,0.56
5.900,0.55
5.920,0.55
5.940,0.55
5.960,0.55
5.980,0.55
6.000,0.54
6.020,0.54
6.040,0.54
6.060,0.55
6.080,0.55
6.100,0.55
6.120,0.55
6.140,0.56
6.160,0.56
6.180,0.57
6.200,0.57
6.220,0.58
6.240,0.58
6.260,0.59
6.280,0.59
6.300,0.59
6.320,0.60
6.340,0.60
6.360,0.60
6.380,0.60
6.400,0.60
6.420,0.60
6.440,0.59
6.460,0.59
6.480,0.59
6.500,0.58
6.520,0.58
6.540,0.57
6.560,0.57
6.580,0.56
6.600,0.56
6.620,0.55
6.640,0.55
6.660,0.55
6.680,0.55
6.700,0.54
6.720,0.54
6.740,0.54
6.760,0.54
6.780,0.55
6.800,0.55
6.820,0.55
6.840,0.55
6.860,0.56
6.880,0.56
6.900,0.57
6.920,0.57
6.940,0.58
6.960,0.58
6.980,0.58
7.000,0.59
7.020,0.59
7.040,0.59
7.060,0.60
7.080,0.60
7.100,0.60
7.120,0.60
7.140,0.60
7.160,0.59
7.180,0.59
7.200,0.59
7.220,0.59
7.240,0.58
7.260,0.58
7.280,0.57
7.300,0.57
7.320,0.56
7.340,0.56
7.360,0.55
7.380,0.55
7.400,0.55
7.420,0.55
7.440,0.54
7.460,0.54
7.480,0.54
7.500,0.54
7.520,0.55
7.540,0.55
7.560,0.55
7.580,0.56
7.600,0.56
7.620,0.57
7.640,0.57
7.660,0.57
7.680,0.58
7.700,0.58
7.720,0.59
7.740,0.59
7.760,0.59
7.780,0.60
7.800,0.60
7.820,0.60
7.840,0.60
7.860,0.60
7.880,0.59
7.900,0.59
7.920,0.59
7.940,0.59
7.960,0.58
7.980,0.58
8.000,0.57
8.020,0.57
8.040,0.56
8.060,0.56
8.080,0.56
8.100,0.55
8.120,0.55
8.140,0.55
8.160,0.55
8.180,0.54
8.200,0.54
8.220,0.54
8.240,0.55
8.260,0.55
8.280,0.55
8.300,0.55
8.320,0.56
8.340,0.56
8.360,0.57
8.380,0.57
8.400,0.58
8.420,0.58
8.440,0.59
8.460,0.59
8.480,0.59
8.500,0.60
8.520,0.60
8.540,0.60
8.560,0.60
8.580,0.60
8.600,0.59
8.620,0.59
8.640,0.59
8.660,0.59
8.680,0.58
8.700,0.58
8.720,0.57
8.740,0.57
8.760,0.57
8.780,0.56
8.800,0.56
8.820,0.55
8.840,0.55
8.860,0.55
8.880,0.55
8.900,0.55
8.920,0.55
8.940,0.55
8.960,0.55
8.980,0.55
9.000,0.55
9.020,0.55
9.040,0.56
9.060,0.56
9.080,0.57
9.100,0.57
9.120,0.57
9.140,0.58
9.160,0.58
9.180,0.59
9.200,0.59
9.220,0.59
9.240,0.60
9.260,0.60
9.280,0.60
9.300,0.60
9.320,0.60
9.340,0.59
9.360,0.59
9.380,0.59
9.400,0.58
9.420,0.58
9.440,0.58
9.460,0.57
9.480,0.57
9.500,0.56
9.520,0.56
9.540,0.55
9.560,0.55
9.580,0.55
9.600,0.55
9.620,0.55
9.640,0.55
9.660,0.55
9.680,0.55
9.700,0.55
9.720,0.55
9.740,0.55
9.760,0.56
9.780,0.56
9.800,0.57
9.820,0.57
9.840,0.57
9.860,0.58
9.880,0.58
9.900,0.59
9.920,0.59
9.940,0.59
9.960,0.59
9.980,0.60
10.000,0.60
10.020,0.60
10.040,0.60
10.060,0.59
10.080,0.59
10.100,0.59
10.120,0.59
10.140,0.58
10.160,0.58
10.180,0.57
10.200,0.57
10.220,0.56
10.240,0.56
10.260,0.56
10.280,0.55
10.300,0.55
10.320,0.55
10.340,0.55
10.360,0.54
10.380,0.54
10.400,0.55
10.420,0.55
10.440,0.55
10.460,0.55
10.480,0.56
10.500,0.56
10.520,0.56
10.540,0.57
10.560,0.57
10.580,0.58
10.600,0.58
10.620,0.58
10.640,0.59
10.660,0.59
10.680,0.59
10.700,0.59
10.720,0.60
10.740,0.60
10.760,0.60
10.780,0.59
10.800,0.59
10.820,0.59
10.840,0.59
10.860,0.58
10.880,0.58
10.900,0.57
10.920,0.57
10.940,0.57
10.960,0.56
10.980,0.56
11.000,0.55
11.020,0.55
11.040,0.55
11.060,0.55
11.080,0.55
11.100,0.55
11.120,0.55
11.140,0.55
11.160,0.55
11.180,0.55
11.200,0.55
11.220,0.56
11.240,0.56
11.260,0.57
11.280,0.57
11.300,0.58
11.320,0.58
11.340,0.58
11.360,0.59
11.380,0.59
11.400,0.59
11.420,0.59
11.440,0.60
11.460,0.60
11.480,0.60
11.500,0.59
11.520,0.59
11.540,0.59
11.560,0.59
11.580,0.58
11.600,0.58
11.620,0.58
11.640,0.57
11.660,0.57
11.680,0.56
11.700,0.56
11.720,0.56
11.740,0.55
11.760,0.55
11.780,0.55
11.800,0.55
11.820,0.55
11.840,0.55
11.860,0.55
11.880,0.55
11.900,0.55
11.920,0.55
11.940,0.56
11.960,0.56
11.980,0.57
12.000,0.57
12.020,0.57
12.040,0.58
12.060,0.58
12.080,0.59
12.100,0.59
12.120,0.59
12.140,0.59
12.160,0.60
12.180,0.60
12.200,0.60
12.220,0.59
12.240,0.59
12.260,0.59
12.280,0.59
12.300,0.58
12.320,0.58
12.340,0.58
12.360,0.57
12.380,0.57
12.400,0.56
12.420,0.56
12.440,0.56
12.460,0.55
12.480,0.55
12.500,0.55
12.520,0.55
12.540,0.55
12.560,0.55
12.580,0.55
12.600,0.55
12.620,0.55
12.640,0.55
12.660,0.56
12.680,0.56
12.700,0.56
12.720,0.57
12.740,0.57
12.760,0.58
12.780,0.58
12.800,0.58
12.820,0.59
12.840,0.59
12.860,0.59
12.880,0.59
12.900,0.60
12.920,0.60
12.940,0.59
12.960,0.59
12.980,0.59
13.000,0.59
13.020,0.59
13.040,0.58
13.060,0.58
13.080,0.57
13.100,0.57
13.120,0.57
13.140,0.56
13.160,0.56
13.180,0.55
13.200,0.55
13.220,0.55
13.240,0.55
13.260,0.55
13.280,0.55
13.300,0.55
13.320,0.55
13.340,0.55
13.360,0.55
13.380,0.56
13.400,0.56
13.420,0.56
13.440,0.57
13.460,0.57
13.480,0.58
13.500,0.58
13.520,0.58
13.540,0.59
13.560,0.59
13.580,0.59
13.600,0.59
13.620,0.59
13.640,0.59
13.660,0.59
13.680,0.59
13.700,0.59
13.720,0.59
13.740,0.59
13.760,0.58
13.780,0.58
13.800,0.58
13.820,0.57
13.840,0.57
13.860,0.56
13.880,0.56
13.900,0.56
13.920,0.55
13.940,0.55
13.960,0.55
13.980,0.55
14.000,0.55
14.020,0.55
14.040,0.55
14.060,0.55
14.080,0.55
14.100,0.55
14.120,0.56
14.140,0.56
14.160,0.57
14.180,0.57
14.200,0.57
